breadcrumb_text_-1,breadcrumb_link_-1,breadcrumb_0_merged,page,clicks,impressions,ctr,position
Boilere electrice,https://www.romstal.ro/boilere-electrice-c1460159.html,"Boiler electric, Atlantic, O'PRO, 1500W, 80L, montaj orizontal : https://www.romstal.ro/boiler-electric-atlantic-o-pro-1500w-80l-montaj-orizontal.html"", 'Boiler electric, Tesy, BiLight, 2000W, 80L, montaj vertical : https://www.romstal.ro/boiler-electric-tesy-bilight-2000w-80l-montaj-vertical.html', ""Boiler electric, Atlantic, O'PRO, 2200W, 200L, montaj vertical : https://www.romstal.ro/boiler-electric-atlantic-o-pro-2200w-200l-montaj-vertical.html"", 'Boiler electric, Tesy, BiLight, 2000W, 150L, montaj vertical : https://www.romstal.ro/boiler-electric-tesy-bilight-2000w-150l-montaj-vertical.html', ""Boiler electric, Atlantic, O'PRO, 1500W, 50L, montaj orizontal : https://www.romstal.ro/boiler-electric-atlantic-o-pro-1500w-50l-montaj-orizontal.html"", 'Boiler electric, Habitat, 1500W, 30L, montaj vertical : https://www.romstal.ro/boiler-electric-habitat-1500w-30l-montaj-vertical.html', 'Boiler electric, Habitat, 2000W, 100L, montaj vertical : https://www.romstal.ro/boiler-electric-habitat-2000w-100l-montaj-vertical.html', 'Boiler electric, Tesy, BiLight, 2000W, 50L, montaj vertical : https://www.romstal.ro/boiler-electric-tesy-bilight-2000w-50l-montaj-vertical.html', 'Boiler electric, Tesy, BiLight, 1200W, 30L, montaj vertical : https://www.romstal.ro/boiler-electric-tesy-bilight-1200w-30l-montaj-vertical.html', 'Boiler electric, Tesy, BiLight, 2000W, 100L, montaj vertical : https://www.romstal.ro/boiler-electric-tesy-bilight-2000w-100l-montaj-vertical.html', 'Boiler electric, Tesy, BiLight, 2000W, 120L, montaj vertical : https://www.romstal.ro/boiler-electric-tesy-bilight-2000w-120l-montaj-vertical.html', ""Boiler electric ATLANTIC O'PRO 80l 2000W : https://www.romstal.ro/boiler-electric-atlantic-o-pro-80l-2000w.html"", ""Boiler electric, Atlantic, O'PRO, 1500W, 100L, montaj orizontal : https://www.romstal.ro/boiler-electric-atlantic-o-pro-1500w-100l-montaj-orizontal.html"", 'Boiler electric, Tesy, BiLight, 1500W, 10L, montaj sub lavoar : https://www.romstal.ro/boiler-electric-tesy-bilight-1500w-10l-montaj-sub-lavoar.html', 'Boiler electric, Tesy, Anticalc, slim, 50 L, 2200W : https://www.romstal.ro/boiler-electric-tesy-anticalc-slim-50-l-2200w.html', ""Boiler electric, Atlantic, O'PRO, 2000W, 50L, montaj vertical : https://www.romstal.ro/boiler-electric-atlantic-o-pro-2000w-50l-montaj-vertical.html"", 'Boiler electric, Tesy, BiLight, 1500W, 15L, montaj sub lavoar : https://www.romstal.ro/boiler-electric-tesy-bilight-1500w-15l-montaj-sub-lavoar.html', 'Boiler electric, Tesy, BelliSlimo Cloud Wi-Fi, 2200 W, 80 L : https://www.romstal.ro/boiler-electric-tesy-bellislimo-cloud-wi-fi-2200-w-80-l.html', 'Boiler electric, Habitat, 1500W, 50L, montaj vertical : https://www.romstal.ro/boiler-electric-habitat-1500w-50l-montaj-vertical.html', ""Boiler electric, Atlantic, O'PRO, 2000W, 100L, montaj vertical : https://www.romstal.ro/boiler-electric-atlantic-o-pro-2000w-100l-montaj-vertical.html"", 'Boiler electric, Tesy, BiLight, 1500W, 10L, montaj pe lavoar : https://www.romstal.ro/boiler-electric-tesy-bilight-1500w-10l-montaj-pe-lavoar.html', 'Boiler electric, Stiebel Eltron, SHU SLi, 2000W, 5 L, montaj sub lavoar : https://www.romstal.ro/boiler-electric-stiebel-eltron-shu-sli-2000w-5-l-montaj-sub-lavoar.html', 'Boiler electric, Tesy, BiLight, 1500W, 15L, montaj pe lavoar : https://www.romstal.ro/boiler-electric-tesy-bilight-1500w-15l-montaj-pe-lavoar.html', ""Boiler electric, Atlantic, O'PRO, 1600W, 10L, montaj pe lavoar : https://www.romstal.ro/boiler-electric-atlantic-o-pro-1600w-10l-montaj-pe-lavoar.html"", 'Boiler electric, Tesy, BiLight, 2000W, 150L, montaj vertical : https://www.romstal.ro/boiler-electric-tesy-bilight-2000w-150l-montaj-vertical.html', 'Boiler electric, Tesy, Maxeau, 200 L, 3000W : https://www.romstal.ro/boiler-electric-tesy-maxeau-200-l-3000w.html', ""Boiler electric, Atlantic, O'PRO, 1500W, 80L, montaj orizontal : https://www.romstal.ro/boiler-electric-atlantic-o-pro-1500w-80l-montaj-orizontal.html"", 'Boiler electric, Tesy, BiLight, 2000W, 80L, montaj vertical : https://www.romstal.ro/boiler-electric-tesy-bilight-2000w-80l-montaj-vertical.html', ""Boiler electric, Atlantic, O'PRO, 2000W, 10L, montaj sub lavoar : https://www.romstal.ro/boiler-electric-atlantic-o-pro-2000w-10l-montaj-sub-lavoar.html"", ""Boiler electric ATLANTIC O'PRO 80l 2000W : https://www.romstal.ro/boiler-electric-atlantic-o-pro-80l-2000w.html"", 'Boiler electric, Stiebel Eltron, PSH Trend, 2000W, 100 L, montaj vertical : https://www.romstal.ro/boiler-electric-stiebel-eltron-psh-trend-2000w-100-l-montaj-vertical.html', 'Boiler electric, Tesy, BelliSlimo, 50 L, 2200W : https://www.romstal.ro/boiler-electric-tesy-bellislimo-50-l-2200w.html', 'Boiler Electric, Dezit, 50L, 1500W : https://www.romstal.ro/boiler-electric-dezit-50l-1500w.html', 'Boiler electric, Stiebel Eltron, PSH Trend, 2000W, 80 L, montaj vertical : https://www.romstal.ro/boiler-electric-stiebel-eltron-psh-trend-2000w-80-l-montaj-vertical.html', ""Boiler electric, Atlantic, O'PRO, 1500W, 50L, montaj orizontal : https://www.romstal.ro/boiler-electric-atlantic-o-pro-1500w-50l-montaj-orizontal.html"", ""Boiler electric, Atlantic, O'PRO, 2200W, 150L, montaj vertical : https://www.romstal.ro/boiler-electric-atlantic-o-pro-2200w-150l-montaj-vertical.html"", 'Boiler Electric, Dezit, 30L, 1200W : https://www.romstal.ro/boiler-electric-dezit-30l-1200w.html', 'Boiler electric, Tesy, BelliSlimo, 100 L, 2200W : https://www.romstal.ro/boiler-electric-tesy-bellislimo-100-l-2200w.html', 'Boiler electric, Tesy, BelliSlimo, Cloud Wi-Fi, 50 L, 2200W : https://www.romstal.ro/boiler-electric-tesy-bellislimo-cloud-wi-fi-50-l-2200w.html', 'Boiler electric, Tesy, BiLight, 2000W, 50L, montaj vertical : https://www.romstal.ro/boiler-electric-tesy-bilight-2000w-50l-montaj-vertical.html', ""Boiler electric, Atlantic, O'PRO, 2000W, 120L, montaj vertical : https://www.romstal.ro/boiler-electric-atlantic-o-pro-2000w-120l-montaj-vertical.html"", 'Boiler electric, Stiebel Eltron, SHU SLi, 2000W, 10 L, montaj sub lavoar : https://www.romstal.ro/boiler-electric-stiebel-eltron-shu-sli-2000w-10-l-montaj-sub-lavoar.html', 'Boiler Electric, Dezit, 80L, 1500W : https://www.romstal.ro/boiler-electric-dezit-80l-1500w.html', 'Boiler electric, Habitat, 2000W, 100L, montaj vertical : https://www.romstal.ro/boiler-electric-habitat-2000w-100l-montaj-vertical.html', ""Boiler electric, Atlantic, O'PRO, 2000W, 50L, montaj vertical : https://www.romstal.ro/boiler-electric-atlantic-o-pro-2000w-50l-montaj-vertical.html"", 'Boiler electric, Habitat, 2000W, 80L, montaj vertical : https://www.romstal.ro/boiler-electric-habitat-2000w-80l-montaj-vertical.html', 'Boiler electric, Tesy, BelliSlimo, Cloud Wi-Fi, 100 L, 2200W : https://www.romstal.ro/boiler-electric-tesy-bellislimo-cloud-wi-fi-100-l-2200w.html', 'Boiler electric, Tesy, BiLight, 1200W, 30L, montaj vertical : https://www.romstal.ro/boiler-electric-tesy-bilight-1200w-30l-montaj-vertical.html', 'Boiler electric, Tesy, BiLight, 2000W, 120L, montaj vertical : https://www.romstal.ro/boiler-electric-tesy-bilight-2000w-120l-montaj-vertical.html', 'Boiler electric, Tesy, ModEco Ceramic, 100 L, 1200/2400W : https://www.romstal.ro/boiler-electric-tesy-modeco-ceramic-100-l-1200-2400w.html', 'Boiler electric, Tesy, ModEco Ceramic, 80 L, 1200/2400W : https://www.romstal.ro/boiler-electric-tesy-modeco-ceramic-80-l-1200-2400w.html', 'BOILER ELECTRIC, MONTAJ PE LAVOAR, STIEBEL ELTRON SH SLI, 15L, 2000W : https://www.romstal.ro/boiler-electric-montaj-pe-lavoar-stiebel-eltron-sh-sli-15l-2000w.html', 'Boiler electric, Stiebel Eltron, PSH Trend, 2000W, 30 L, montaj vertical : https://www.romstal.ro/boiler-electric-stiebel-eltron-psh-trend-2000w-30-l-montaj-vertical.html', 'Boiler electric, Tesy, Anticalc, panou BiLight, 100 L, 2200W : https://www.romstal.ro/boiler-electric-tesy-anticalc-panou-bilight-100-l-2200w.html', 'Boiler electric, Tesy, BelliSlimo, 80 L, 2200W : https://www.romstal.ro/boiler-electric-tesy-bellislimo-80-l-2200w.html', 'Boiler electric, Tesy, BiLight, 1500W, 10L, montaj pe lavoar : https://www.romstal.ro/boiler-electric-tesy-bilight-1500w-10l-montaj-pe-lavoar.html', ""Boiler electric, Atlantic, O'PRO, 2000W, 100L, montaj vertical : https://www.romstal.ro/boiler-electric-atlantic-o-pro-2000w-100l-montaj-vertical.html"", ""Boiler electric, Atlantic, O'PRO Square, 1500W, 30L, montaj vertical : https://www.romstal.ro/boiler-electric-atlantic-o-pro-square-1500w-30l-montaj-vertical.html"", 'Boiler electric, Stiebel Eltron, PSH Trend, 2000W, 150 L, montaj vertical : https://www.romstal.ro/boiler-electric-stiebel-eltron-psh-trend-2000w-150-l-montaj-vertical.html', 'Boiler electric, Tesy, Anticalc, panou BiLight, 80 L, 2200W : https://www.romstal.ro/boiler-electric-tesy-anticalc-panou-bilight-80-l-2200w.html', 'Boiler electric, Tesy, ModEco Ceramic, 80 L, 1200/2400W : https://www.romstal.ro/boiler-electric-tesy-modeco-ceramic-80-l-1200-2400w.html",https://www.romstal.ro/boilere-electrice-c1460159.html,7216,386482,0.01867098597,6.830465584
Ventiloconvectoare,https://www.romstal.ro/ventiloconvectoare-c1460212.html,"Accesorii ventiloconvectoare : https://www.romstal.ro/accesorii-ventiloconvectoare-c1460213.html', 'Ventiloconvectoare tip caseta : https://www.romstal.ro/ventiloconvectoare-tip-caseta-c1460216.html', 'Ventiloconvectoare pardosela / perete : https://www.romstal.ro/ventiloconvectoare-pardosela-perete-c1461631.html",https://www.romstal.ro/ventiloconvectoare-c1460212.html,6387,75951,0.08409369199,3.138102197
Tevi cupru pentru instalatii,https://www.romstal.ro/tevi-cupru-pentru-instalatii-c1459675.html,"TEAVA CUPRU IZOLATA IN COLAC PT INCALZIRE/SANITARE D.15x1mm : https://www.romstal.ro/teava-cupru-izolata-in-colac-pt-incalzire-sanitare-d-15x1mm.html', 'TEAVA CUPRU IN COLAC PT INCALZIRE/SANITARE D.18x1mm : https://www.romstal.ro/teava-cupru-in-colac-pt-incalzire-sanitare-d-18x1mm.html', 'TEAVA CUPRU IN BARA PT INCALZIRE/SANITARE L=3M D.10x0,7mm : https://www.romstal.ro/teava-cupru-in-bara-pt-incalzire-sanitare-l-3m-d-10x0-7mm.html', 'TEAVA CUPRU IN BARA PT INCALZIRE/SANITARE L=3M D.35x1mm : https://www.romstal.ro/teava-cupru-in-bara-pt-incalzire-sanitare-l-3m-d-35x1mm.html', 'TEAVA CUPRU IN BARA PT INCALZIRE/SANITARE L=3M D.28x1mm : https://www.romstal.ro/teava-cupru-in-bara-pt-incalzire-sanitare-l-3m-d-28x1mm.html', 'TEAVA CUPRU IN COLAC PT INCALZIRE/SANITARE D.22x1mm : https://www.romstal.ro/teava-cupru-in-colac-pt-incalzire-sanitare-d-22x1mm.html', 'TEAVA CUPRU IN BARA PT INCALZIRE/SANITARE L=3M D.42x1mm : https://www.romstal.ro/teava-cupru-in-bara-pt-incalzire-sanitare-l-3m-d-42x1mm.html', 'TEAVA CUPRU IN BARA PT INCALZIRE/SANITARE L=3M D.22x1mm : https://www.romstal.ro/teava-cupru-in-bara-pt-incalzire-sanitare-l-3m-d-22x1mm.html', 'TEAVA CUPRU IZOLATA IN COLAC PT INCALZIRE/SANITARE D.22x1mm : https://www.romstal.ro/teava-cupru-izolata-in-colac-pt-incalzire-sanitare-d-22x1mm.html', 'TEAVA CUPRU IN BARA PT INCALZIRE/SANITARE L=3M D.15x1mm : https://www.romstal.ro/teava-cupru-in-bara-pt-incalzire-sanitare-l-3m-d-15x1mm.html', 'TEAVA CUPRU IZOLATA IN COLAC PT INCALZIRE/SANITARE D.18x1mm : https://www.romstal.ro/teava-cupru-izolata-in-colac-pt-incalzire-sanitare-d-18x1mm.html', 'TEAVA CUPRU IN BARA PT INCALZIRE/SANITARE L=3M D.15x0.7mm : https://www.romstal.ro/teava-cupru-in-bara-pt-incalzire-sanitare-l-3m-d-15x0-7mm.html', 'TEAVA CUPRU IN BARA PT INCALZIRE/SANITARE L=3M D.54x1mm : https://www.romstal.ro/teava-cupru-in-bara-pt-incalzire-sanitare-l-3m-d-54x1mm.html', 'TEAVA CUPRU CROMATA, BARA D.12mmx100cm : https://www.romstal.ro/teava-cupru-cromata-bara-d-12mmx100cm.html', 'TEAVA CUPRU IN COLAC PT INCALZIRE/SANITARE D.10x0.7mm : https://www.romstal.ro/teava-cupru-in-colac-pt-incalzire-sanitare-d-10x0-7mm.html', 'TEAVA CUSMART NEIZOLATA IN COLAC PT INCALZIRE/SANITARE D.16x2 : https://www.romstal.ro/teava-cusmart-neizolata-in-colac-pt-incalzire-sanitare-d-16x2.html', 'TEAVA CUPRU IN BARA PT INCALZIRE/SANITARE L=3M D.35x1mm : https://www.romstal.ro/teava-cupru-in-bara-pt-incalzire-sanitare-l-3m-d-35x1mm.html', 'TEAVA CUPRU IN BARA PT INCALZIRE/SANITARE L=3M D.28x1mm : https://www.romstal.ro/teava-cupru-in-bara-pt-incalzire-sanitare-l-3m-d-28x1mm.html', 'TEAVA CUPRU CROMATA, BARA D.10mmx100cm : https://www.romstal.ro/teava-cupru-cromata-bara-d-10mmx100cm.html', 'TEAVA CUPRU IN BARA PT INCALZIRE/SANITARE L=3M D.18x0.7mm : https://www.romstal.ro/teava-cupru-in-bara-pt-incalzire-sanitare-l-3m-d-18x0-7mm.html', 'TEAVA CUPRU IN BARA PT INCALZIRE/SANITARE L=3M D.18x0.7mm : https://www.romstal.ro/teava-cupru-in-bara-pt-incalzire-sanitare-l-3m-d-18x0-7mm.html', 'TEAVA CUPRU IN BARA PT INCALZIRE/SANITARE L=3M D.15x1mm : https://www.romstal.ro/teava-cupru-in-bara-pt-incalzire-sanitare-l-3m-d-15x1mm.html', 'TEAVA CUPRU IN BARA PT INCALZIRE/SANITARE L=3M D.22x0.7mm : https://www.romstal.ro/teava-cupru-in-bara-pt-incalzire-sanitare-l-3m-d-22x0-7mm.html', 'TEAVA CUPRU IN BARA PT INCALZIRE/SANITARE L=3M D.64x1.5mm : https://www.romstal.ro/teava-cupru-in-bara-pt-incalzire-sanitare-l-3m-d-64x1-5mm.html', 'TEAVA CUPRU IN COLAC PT INCALZIRE/SANITARE D.22x1mm : https://www.romstal.ro/teava-cupru-in-colac-pt-incalzire-sanitare-d-22x1mm.html', 'TEAVA CUPRU CROMATA, BARA D.12mmx100cm : https://www.romstal.ro/teava-cupru-cromata-bara-d-12mmx100cm.html', 'TEAVA CUPRU IN BARA PT INCALZIRE/SANITARE L=3M D.22x1mm : https://www.romstal.ro/teava-cupru-in-bara-pt-incalzire-sanitare-l-3m-d-22x1mm.html', 'TEAVA CUPRU IN COLAC PT INCALZIRE/SANITARE D.12x0,7mm : https://www.romstal.ro/teava-cupru-in-colac-pt-incalzire-sanitare-d-12x0-7mm.html', 'TEAVA CUPRU IN COLAC PT INCALZIRE/SANITARE D.15x1mm : https://www.romstal.ro/teava-cupru-in-colac-pt-incalzire-sanitare-d-15x1mm.html', 'TEAVA CUPRU IN BARA PT INCALZIRE/SANITARE L=3M D.15x0.7mm : https://www.romstal.ro/teava-cupru-in-bara-pt-incalzire-sanitare-l-3m-d-15x0-7mm.html', 'TEAVA CUPRU IN BARA PT INCALZIRE/SANITARE L=3M D.54x1mm : https://www.romstal.ro/teava-cupru-in-bara-pt-incalzire-sanitare-l-3m-d-54x1mm.html', 'TEAVA CUPRU IN BARA PT INCALZIRE/SANITARE L=3M D.18x1mm : https://www.romstal.ro/teava-cupru-in-bara-pt-incalzire-sanitare-l-3m-d-18x1mm.html",https://www.romstal.ro/tevi-cupru-pentru-instalatii-c1459675.html,5624,137842,0.04080033662,6.161757665
Lavoare de baie,https://www.romstal.ro/lavoare-de-baie-c1460745.html,"Lavoare de baie pe blat : https://www.romstal.ro/lavoare-de-baie-pe-blat-c1460748.html', 'Picioare si semipicioare lavoar : https://www.romstal.ro/picioare-si-semipicioare-lavoar-c1461344.html', 'Lavoare de baie incastrate : https://www.romstal.ro/lavoare-de-baie-incastrate-c1460749.html', 'Lavoare de baie monolit : https://www.romstal.ro/lavoare-de-baie-monolit-c1460751.html', 'Accesorii lavoar : https://www.romstal.ro/accesorii-lavoar-c1460752.html",https://www.romstal.ro/lavoare-de-baie-c1460745.html,5475,401141,0.01364856746,6.777409938
Cosuri de fum,https://www.romstal.ro/cosuri-de-fum-c1460101.html,"Tuburi  flexibile,  accesorii cosuri de fum : https://www.romstal.ro/tuburi-flexibile-accesorii-cosuri-de-fum-c1460106.html', 'Cosuri de fum din inox mono perete : https://www.romstal.ro/cosuri-de-fum-din-inox-mono-perete-c1460103.html', 'Cosuri de fum din inox dublu perete : https://www.romstal.ro/cosuri-de-fum-din-inox-dublu-perete-c1460105.html', 'Cosuri fum din otel vopsit negru : https://www.romstal.ro/cosuri-fum-din-otel-vopsit-negru-c1460104.html', 'Cosuri de fum din inox mono perete : https://www.romstal.ro/cosuri-de-fum-din-inox-mono-perete-c1460103.html",https://www.romstal.ro/cosuri-de-fum-c1460101.html,5304,195553,0.02712308172,9.480544916
Chiuvete bucatarie,https://www.romstal.ro/chiuvete-bucatarie-c1461201.html,"Chiuvete bucatarie : https://www.romstal.ro/chiuvete-bucatarie-c1461643.html', 'Chiuvete bucatarie : https://www.romstal.ro/chiuvete-bucatarie-c1461643.html",https://www.romstal.ro/chiuvete-bucatarie-c1461201.html,5092,420789,0.01210107679,11.14718303
Cadite de dus,https://www.romstal.ro/cadite-de-dus-c1460809.html,"Cadite de dus semirotunde : https://www.romstal.ro/cadite-de-dus-semirotunde-c1460810.html', 'Cadite de dus patrate : https://www.romstal.ro/cadite-de-dus-patrate-c1460811.html', 'Cadite de dus pentagonale : https://www.romstal.ro/cadite-de-dus-pentagonale-c1460812.html', 'Cadite de dus asimetrice : https://www.romstal.ro/cadite-de-dus-asimetrice-c1460813.html",https://www.romstal.ro/cadite-de-dus-c1460809.html,5034,169584,0.02968440419,5.943850835
Vase wc,https://www.romstal.ro/vase-wc-c1460753.html,"Vase wc suspendate : https://www.romstal.ro/vase-wc-suspendate-c1460757.html', 'Capace wc : https://www.romstal.ro/capace-wc-c1460758.html', 'Vase wc pe pardoseala simple : https://www.romstal.ro/vase-wc-pe-pardoseala-simple-c1460755.html', 'Rezevoare ceramice pentru vas wc : https://www.romstal.ro/rezevoare-ceramice-pentru-vas-wc-c1460756.html', 'Vase wc pe pardoseala cu rezervor inclus : https://www.romstal.ro/vase-wc-pe-pardoseala-cu-rezervor-inclus-c1460754.html', 'Capace wc : https://www.romstal.ro/capace-wc-c1460758.html', 'Capace wc : https://www.romstal.ro/capace-wc-c1460758.html",https://www.romstal.ro/vase-wc-c1460753.html,4998,289633,0.01725632093,6.522765016
Canalizare pvc,https://www.romstal.ro/canalizare-pvc-c1459532.html,"Tevi canalizare pvc : https://www.romstal.ro/tevi-canalizare-pvc-2137.html', 'Tuburi pvc : https://www.romstal.ro/tuburi-pvc-c1459534.html",https://www.romstal.ro/canalizare-pvc-c1459532.html,4962,258583,0.01918919651,6.677909994
Gresie de exterior,https://www.romstal.ro/gresie-de-exterior-c1461367.html,Gresie de exterior : https://www.romstal.ro/gresie-de-exterior-c1461694.html,https://www.romstal.ro/gresie-de-exterior-c1461367.html,4913,285031,0.01723672162,9.621742898
